2,"Found a flaw in the program when entering my K-1 info.  Spoke with tech support who couldn't figure it out then was transferred to their tax help who gave me only partially true advice (there are a couple of ways to denote SEP contributions that are generally accepted.  They told me mine was not when it is and their software actually accounts for this method,if you know what the glitch is).  Overall not impressed withthecustomer service and had I not finally figured out the flaw the software would have been useless..."
1,I don't even know if it works. Received so much malware w/ the download it locked up my computer. Took forever to fix
5,It does what it says and that's a lot.<br /><br />The big thing is having support people assist with installation. That external assistance saves much time and frustration. I will select products on the basis of assistance provided in the future.
2,"Constant pop-ups with cryptic messages, a noticeable decrease in computer speed, scans that take over an hour, these are just some of the reasons I'm sorry I bought this. I'm sure it is lovely at keeping out malware, but compared to others like Webroot or even Norton, this is just too cumbersome. You got my money, but I'm uninstalling and reclaiming my computer."
3,"Beware, the new Office 365 is linked to a SINGLE Microsoft account.  So, even though the license may allow usage on multiple devices, they ALL must be logged in with the SAME MS account.  This is a VERY different model than previous versions of office, so buyer beware!"
5,"I prefer Webroot to the other big names in antimalware (I've had problems with them).  My subscription had already lapsed, so I was flying without a net.  This &#34;instantaneous installation&#34; (download) is perfect!"
3,"I'm not sure why I keep buying TT. I guess it's just inertia. They deliberately change it every year so that you have to buy the new version over and over again, instead of just buying an update. Then they charge convenience fees to do things that are otherwise free. Plus they tout the &#34;Free&#34; like it's company generosity and not a federal mandate. There are only so many ways to fill out a 1040; how can Inuit's marketing department keep a straight face when they come out with a new and improved &#34;Interview&#34; process. Every year for over 30 years? Really?<br /><br />This year is no different. Seems everyone else does the same thing for less. Next year so will I."
4,I choose this product because of the good history Norton has had in the past and I have not been disappointed.....
1,Ridiculous increase of tax prep and filing cost due to schedule C dropped from Deluxe.<br />I will not use turbotax next year unless Intuit will bring back schedule C back into Deluxe.<br />Reading up about H&R Block software so I will be prepared to make my switch next year.
3,"It works fine on my canon raw format, but not on my sony rx100 II raw format. Hope there will be a update."
5,"This should be the only way to upgrade. Once you use this, there is no going back.  Just love it."
5,"This software provides all the features required for the photographer, whether professional or amateur, who shoot using RAW format. widely recommended."
4,"For the most part Quicken 2015 is great.  My main complaints are that the Quicken servers seem to have constant problems connecting to my financial institutions, and it takes several days for them to get those connections resolved.  This is very inconvenient when trying to make a financial decision on a short timeline.  My other complaint is that the Quicken mobile app is not available for my Windows phone,  so I cannot access my data when I am away from home."
4,"Been using Norton for 10 years. It's never disappointed me. Norton has never crashed or caused any computer problems. Just install it, configure it and forget it."
1,The claim was made that the H&R Block S/W would download the same information as TurboTax.  Not so.  H&R Block S/W does not support my stockbroker (Wells Fargo Advisors).  I had to buy TurboTax Premier to avoid manual entry of each transaction.  Doubleplus ungood!
5,"Ordered, downloaded and installed in minutes with a great price right when my protection was about to expire. Thanks Amazon"
4,"I like the overall aspects of the program, various options, etc.  The real-time shields do a very good job as well."
1,"This product does next to nothing for the price. You even have to type the full transaction into the reg. each time you pay the same payee. You can't adjust the size of the window it is in, and it doesn't fit on the screen. I have Win 8."
3,You have to upgrade if you want more than just two sounds
4,"I tried all the free ones.  And I tried Pinnacle, also from Oracle (hated that - couldn't get it to add music to vids - had trouble shortening vids with it).  But VideoStudio was a dream, compared to the others.  I've made my videos the size I want, and I've added music.  It's much easier to use than Pinnacle of the freebees."
1,"Enough has been said about the terrible mess Intuit has made of TurboTax, a once trusted program and company. However, it's gotten worse. VP Bob Meighan told us that after February 7th, customers who had used TurboTax Deluxe in 2013 would be eligible for a free upgrade - from within the program. They did provide an update to the software and it's an easy click in the program (or in a menu item) to access the free upgrade area on their website. However, their software update does not work correctly because the popup window still requires a credit card for purchase. Worse still, nobody in customer service seems to be aware of the problem. At this point, you still have to call them if you want the 'free' upgrade."
5,Norton does everything I need it to and more. It's the best!
1,"Very disappointed.  Microsoft Money was such a better product and much easier to use, but no longer supported.  Switched to Quicken Starter Edition 2013 a year ago and have been struggling with the memorized categories, which doesn't work very consistently.  Wanted to upgrade to the latest version, but Starter Edition 2015 does not allow you to import from previous versions (check the disclaimer on Intuit's website before you buy &#34;Upgraders: Does Not transfer data from previous Quicken versions&#34;).  You have to buy the more expensive product if you want to import existing data or start from scratch, which makes this product worthless.  Looking for alternatives to Intuit; a product that will support its uses into the future."
5,The product showed up on time<br />The product packaging was adequate<br />The product was easy to install<br />The product worked
3,"I must admit, I'm no fan of the intuit experience. They, in the past, seemed to care very little about it. But with this version, I see minor improvements. And there really isn't much competition, unfortunately."
4,I switched from a pc this year to a Mac and found the program to be just as easy as the pc version has been for years for me. The price is a little high and e filing is pricey as well.
4,"As usual, easy to use. It loses a star because 1) I've never liked their budget feature. It doesn't accumulate, so non-monthly expenses (insurance, yearly membership fees) tend to show up as going over budget when I pay them. 2) since the upgrade, it's been a lot harder for me to scroll through the registers, and I have yet to successfully use the shortcut keys (CTRL-R) to open the reconciliation window."
5,Easy to buy and install.
1,"While I have used TT forever, I will not use it this year and will switch to H&R Block for the obvious reasons of price gouging.  The only reason I am adding this review here is so that Intuit has just one more example of a disgruntled former client.  The difference is that I influence over 400 business clients, many of whom also do their own returns.  I have sent an email to all of them with the WSJ article (Turbo Tax Triggers a Revolt) and links to the HRB product.  Maybe Intuit will figure out that there is still some competition out there and that they can't screw clients like this.  I would have bought the Deluxe version and found out (probably very late) that I didn't have the needed Schedule E and would have been even more pissed off than I am now.  Underhanded tactics at best.<br /><br />I am also a user of Quick Books (pay a substantial amount for a networked version with support) and have supported that with my clients for many years. Listen closely Intuit: I will be relooking at that recommendation as well.<br /><br />Let's see if they make any changes for next year (or maybe even this year) to recover their reputation.  But somehow I doubt it!"
2,"I bought this having been a user of some personal finance application on my smartphone and expecting enhanced capability from a desktop application. I have been sorely disappointed with the features of a software that claims to be so robust and feature rich. I use a couple apps on my iPad, iPhone 4s, and Samsung Galaxy S3 and turns out that my favorite is Mint.<br /><br />this quicken software couldn't connect with my 401K accounts, some of my local credit union accounts, and for the accounts that it did connect to the syncronization process took much longer than that of the other smartphone apps that i have been using. All of my accounts currently have support through Mint so it was sad to see that quicken doesn't have the smaller entities covered for sync of transactions and balances.<br /><br />the download process from Amazon was simple and currently that is about the best thing i have to say for this software. at this point i wish i would have saved the money since it is ineffective with a small portion of my financial portfolio syncing."
3,"It works fine once it works but continues to ask me for the code on the package in order to use it and continues to tell me that it is incorrect.  Then after a few times of this, it will work.  It does make nice cards, however."
4,"More intuitive than MS Publisher in my opinion.  The only downside is that I wish I could export a project either a Word doc or as a Photoshop .psd file so that I could share the editable file with someone who does not have PagePlus.<br /><br />Overall I'm very pleased with this software.  It has saved me money already, the learning curve is pretty quick, and the online support and training information is excellent."
3,"I found the 2013 version is no real improvement over 2010 version, at least for my use. In fact, some features are less desirable., including a small screen each time that you open your accounts, Also, the graph for month to date is cute, but really not informative.<br /> I give it an overall C."
5,good
5,"The program has multiple uses ,but it does not subtitled the layer function used in Photoshop. it correct any deficient marks on your pictures"
4,"I  think my computer is very old.<br />  Sometimes runs so slow.<br />I thought if I change from  AVG antivirus to Norton<br />My computer would work better, but the same problem,<br />so slow, I think I have to upgrade my old computer."
2,I bought it in error. Didn't do what I thought it would do.  So I don't use it.  My fault I guess for not knowing.
5,Very pleased and happy with TurboTax to do my tax every year. Just wish it had more e-file with it.
2,"After using Turbo Tax for the last few years, I was frustrated with this years edition.  While the previous years were easy to use, this one  was confusing to follow'  especially when doing a combined income.  We closed 2 individual IRA's and put them into the designated slot.  It kept dropping one off  (which was found when I reviewed the form).  Getting back to the area to change it back was trying and finally accomplished on the 4th go round!  Hopefully, these issues will be corrected for next years product."
4,"Did what I wanted, fairly intuitive to use."
1,NORTON SECURITY SCAN WOULD NOT REMOVE ON NORTON 2014
3,"If you're an internet junkie, it's a great program, but because I find that it's always running in the background, my computer has slowed own."
1,"I purchased Connectify Pro and can't get it to work. I have sent numerous emails to their support, you can't call them, and generated a support ticket. I even ask for help on their Facebook page and I have been totally ignored. I now find myself having to go back to my credit card company to try and get my money back. I recommend anyone stay away from this company. Chuck"
2,"Long time TurboTax user - have not seen a TurboTax as buggy as this one.  I am running XP box      - Crashed during install  - Crashed during first run  - Did not allow me to enter numbers in my W2 after choosing a 12c code from drop down. Had to restart the app     All this in the first hour.    On the positive side, the UI is more user friendly"
4,I like the antivirus and it is free.  Also like that you can use the free tools to clean your browser extentions and update your software programs.
3,Basically what I expected.
4,"easy to use, although we had a little trouble doing a cost basis for some stocks we sold and re bought.Overall a good program"
3,"I'm a student of several foreign languages including Japanese, Arabic, Farsi, and Hebrew. Office suites for Windows have the option to purchase language packs that allow for formatting that I need to use but these are unavailable for Office for Mac. That being said, it's useable, but if you do word processing or presentations in languages that use non-Latin scripts, especially right-to-left scripts, exercise caution when considering purchasing this because I've encountered serious formatting problems for Arabic."
2,It doesn't keep the timing in Power Point.  Slides soon are ahead of the sound.  Worthless.
1,"Total scam, do not buy, the code is invalid and when you call,  they want 200 dollars to fix your computer. No refund from Amazon. Worst product ever. Waste of money."
1,"I ordered this in hopes of saving a few dollars from going to a professional however the electronic download was the basic premium addition and did not include the business.  Called Amazon and they refunded my $ without any questions and said they were going to look into the issue.  As usual, Amazon has excellent customer service and responds to customer needs quickly."
1,"I am giving this product 1 star becasue after purchase I was given a like a certificate number. It does not work. I have contacted Microwoft on several occasions and they say the number given me is invalid. I might purchase this product to have shipped, but please do not do a download. I essentially wasted my money on a product that while downloaded okay is useless as I cannot properly register it."
1,"This is the first time I had purchased software via a download and will be the last. It never worked! I could open it; but, once I tried to add a picture, it crashed. I tried numerous times to no avail. I did a reinstall and then I did a repair on the install; neither worked. It is not like I am a computer illerate, I have been a computer instructor. I thought this would be a nice and easy program for my kids to make projects. Well it was a thought. AND yes I do have a new, nice, fast computer with plenty of RAM and dual processors, plenty of hard drive space. I am bummed it did not work."
5,works great
4,"I didn't buy this through Amazon, but through the official website and got both the HotSpot+Dispatch combo (lifetime). From my experience, the customer service is a little lacking, which can be quite frustrating if you are confused on how the product works, but the forum has many users that have experiences to help. The software itself? Well I can testify that it works. The HotSpot (Wifi extender) works like a charm. My laptop is able to pick up wifi from a further distance than my phone and tablets so I was able to latch onto the wifi signal and broadcast the signal through my laptop and wow was it awesome. There seemed to be minimal speed reduction, but it worked amazingly. My FAVORITE has got to be the Dispatch. It allows you to connect to multiple connections (wifi, ethernet, etc.) and fuse it all together for one super fast speed. Wifi alone, I got about 1.5-2.0mbps (quite slow) and my phone is on 3g (1.0-2.0mbps). When I used dispatch, it combined those two together and I got a constant 2.5 - 4.0mbps (which is fast in my case because of slow internet before).<br /><br />Overall, I do recommend the product, do try the free version first to see how it goes. The only reason I bought the pro one was because the free version for dispatch disconnects you after a certain amount of time (I mean it is free). The forum with other users were quite helpful and honestly, it is worth the money. For people that may want to buy the product, there is still a 40% off deal going on."
2,"This product is to basic for what I needed according to my accountant.  It is worthless, I had to go and buy the pro edition for $200.  I lost the money I spent on this edition.  Be sure to check with your accountant first to make sure the edition you buy is what you need."
3,"The Deluxe provided the forms to file a State return (Kansas), however two things were confusing:<br />Kansas assesses an additional  $19.99 to efile which the taxpayer isn't privy to until getting through the entire state filing. When I tried to back out and file my State via paper return, I couldn't tell if I had really filed my state because evidently, Kansas doesn't accept a state return until the Federal return is approved. I had to keep going through it several times to get back to the place where I could file State via a paper return."
3,Turbo tax was a maze... regular job deductions mixed into the business section was hard to distinguish and pull out for the return. I will use H&R next year.
3,"Was kind of a pain to install, conversion had some quirks, but got around those. So far working OK.  Needs more mouse clicks to do the same thing as 2001 version.  Printer interface is now the standard windows interface.  That is an improvement over 2001 and 2004.  Had to do an interim conversion to 2004 (was a free download) so that 2015 could convert from there.  2001 was to old.  Understood that.  Had the same thing with Peachtree."
5,Quicken software is perfect for my needs andI  have used Quicken your years. I needed to upgrade to the latest version and I found what I needed on Amazon.com
2,"Ever since I installed that, and it took two tries to do it. My computer has not been working right. I can get no support help and I finally had to revert to a system back up which removed it. I'm hoping after I get some tech help from a store here that I can put it back on. I do NOT like being forced to download software. I prefer a disk.<br /><br />B"
4,If I could give it four and half stars I would.  It's not perfect but it's truly remarkable for free software.  My sister and brother-in-law who are both in the cyber industry recommended it.
2,good for viruses but did not catch search donkey. i had to purchase another program for malware..  :(
3,"In total honesty I'm running into operator issues with this player.  If someone out there knows the in's and out's, and likes all the bells and whistles of this player, plez pass them on to me or Amazon.  I'm sure it's just me and my lack of catching on to new technology."
5,"I keep track off all my transactions in all of my bank accounts without any problems. Haven't bounced a check since using quicken in general. Unfortunately, after three years need to upgrade."
4,"Great multipurpose media application. I use it to make ring tones, find and stream a/v content and copy for later viewing/listening."
5,Works as expected
5,I have used Paint Shop Pro since version 2. It has never disappointed me.
3,"For software that claims to be an all in one financial manager, I am very disappointed in the investment features. I also feel that the user interface is a down grade from previous products. It is, however, functional....."
4,So far so good as far as the typing part... and my 7 year old actually requests to use the software.<br /><br />One complaint is the software pops up &#34;unknown publisher&#34; warning ever time I try to run it... seems this shouldn't happen?  I'm using Windows 7 and it is a bit annoying to have to click allow every time I want to start this up.
5,"If you can comprehend what you read and enter it, easy as can be.  Love this program!"
3,"I like Quicken 2011 better than 2010.  That said, I can't really endorse this product even though I continuue to use it.  I had trouble applying updates to the downloaded version and had to call Intuit.   I also did not realize this is Deluxe and had to upgrade to Premium which cost another 30 bucks.  I could not find where to apply that update and I had to call Quicken.  All in all, I miss my MS Money and in general can't stand Intuit.  If I had a better choice I would use something else.  The odd thing is I used to use Quicken back in 2000-2003 timeframe and loved the product. Then Intuit did the silly activation thing on Turbo-Tax and so I moved on.  I am happy with TaxCut (now H&R Block) over Intuit's TurboTax (disclaimer I have not used TurboTax for 5-6 years).  Over the years I have spent hundreds of dollar with Intuit, registered every copy and have never gotten a break on any upgrades etc.  I will say their Tech Support is good but I prefer products that do not need support.  (BTW - Their knowledge base fixes nothing)  The web site where you can upload your portolios is pretty weak sauce.  Enjoy?"
1,"Microsoft used to be one of my absolute favorite companies. The quality of the Office suite was exceptional, and customer service was great. I could not say enough good things about Office, Windows, and all things Microsoft.<br /><br />All of that changed a year ago, with the launch of the Office 365 hosted &#34;solution.&#34; I have had nothing but problems, delays when opening software, etc. ever since going to the hosted service.<br /><br />When I called for technical support, their tech completely WIPED ALL OUR BUSINESS CONTACTS from the system. This tech had gotten into the inner workings of our system, and the contacts were COMPLETELY gone. (Since then, we quit storing any contacts in Outlook.)<br /><br />The only thing that you can rely on now? That the software will be slow, buggy, and that the customer service will be of equal quality. The problems are significant enough that we are abandoning PCs altogether and going with Apple."
3,"The product is flakey and sluggish, taking a lot of time to accept transactions from downloads.  Functions stop working and you have to exit the program or it just errors out and quits, sometimes with a message and sometimes without.  The loan section(property&debt) as compared to 2012 is more difficult to work with. Its too rigid.<br />The mobile app is not flexible either. When I tried updating the cloud info it created new duplicate accounts on quicken with the number 2 behind the names and it reloaded all the transactions that are in my original accounts. I'm not using it.<br /><br />Other than those items it works as expected<br /><br />Keith"
5,"Purchased Microsoft Office Professional 2010 in order ot get Office Outlook and Office Publisher. This is an upgrage from Office Professional 2007. Purchasing on line from Amazon, a sourse I trust, saved over $100 verses the price at retail stores."
3,Sometimes they interrupt with a message that might seem &#34;dangerous&#34; to continue and then they tell me all good. I can't update to cover more security at a price but thanks for offer. Have other security systems.
4,"Very good program, as a student office is often required for assignments. This was easy to install and setup and office made it very simple to get .m"
2,"Quite a rip off. Nothing really useful in this upgrade.  Better download Open Office for free. Yes Excel is always a joy to use, but only  if you do advanced quasi programming or use very complex formulae. If not, don waste your money on MSOFFICE."
5,"Based on Consumer Reports, I tried the free version of this security software and was pleased enough to purchase a years coverage. It runs well and does not appear to slow things down excessively."
2,"I have used Quicken for over a decade.  this is the worst release I have ever experienced.  The software crashes all the time.  Within registers, you can't clear status flags.  I get com errors when trying to reconcile accounts.  Generally a  real step backwards.  I wish I could re-install Quicken 2013... but the file formats are not compatible."
3,Not as user friendly as expected
4,"Software downloaded and installed quickly. Upgrade from previous version, Norton Internet Security 2012 ran smoothly and all of my settings were saved. System resource usage is lower than the previous version and scans are faster. The only thing I do not like about the program is that there is no local vault for ID Safe if you do a clean install. The vault is in the cloud only. If you want to keep the local vault you have to upgrade from a previous version or Norton. This can cause problems for the user if you have to reinstall your operating system for some reason. To keep your local ID Safe vault you would have to first reinstall your previous version of Norton then do an upgrade to this version.  This is something that was brought up in the beta test for this version and has been brought up repeatedly by users to Symantec ever since. At least with Norton, unlike some other security suites, you do have a way to keep your local ID Safe vault by performing an upgrade instead of a clean install."
4,"After it failed to install on a new Windows7 64 image drive after 6 tries, I submitted to Nuance's technical support who installed it using a technique that was not described in the installation instructions... not good, but I am happy now that it is installed."
3,"The download worked fine for me. The software itself is pretty good but not perfect (I've used it for years). It definitely beats filling out the forms manually. The price at Amazon is half the price at Inuit's website. Note that it includes one federal efile, but no efile for state ($20). I ended up printing both since that's what I'm used to anyway."
2,"Purchased Quicken Rental Property Manager to replace my 2006 version 2.0 and was very very disappointed.  While the added feature for financial management it is nice. However the property/tenant management side is not up to expectation.<br /><br />If you are looking to manage your spending (checks) and income (rent collected) Quicken Rental Property Manager will download all of your bank accounts and you will be able to budget.  But if you wish to manage info on tenants, log rent and repairs, etc., be wary if you are a previous QPM user.<br /><br />Downloading the software is painful.  I spent 4 hours over two days with tech support and still was unable to get software loaded properly.  Finally, I googled the Quicken Rental Property Manager 14 and began to read the reviews and specs.  Since I had already purchased I figured I would still try to install to see what the riff was all about.  Using information I found online, I had to completely remove (delete) the older version of Quicken Property Manager 2.0 and perform a Qclean to wipe out every thing (WARNING - Make sure you have a back up of your data files on an external storage device as not to loose your tenant and property information).<br /><br />***This is a glorified Quicken Money 14 with a few features of rental property management!!  Since I don't have a copy of Quicken Money I will keep it for that purpose only.<br /><br />*** I reverted back to my 2.0 version<br /><br />Don't buy if you have been using lower versions of Quicken Property Manager!!!!!  If you are new to this product you should review the product specs very carefully and explore other reviews as not to be disappointed."
