,review_id,sentiment,label_id,input_ids,review_body,date
10,13392,-1,0,"[0, 100, 3668, 1064, 11, 657, 19, 42, 3588, 11, 5, 1400, 8, 1320, 15500, 196, 24, 62, 11, 909, 4, 5328, 24, 155, 12, 306, 498, 15, 2131, 1035, 360, 8, 24, 21, 1969, 328, 182, 3473, 1437, 1365, 7, 3211, 15, 8, 3588, 62, 50, 159, 4, 939, 1276, 7, 865, 10397, 1386, 9, 3841, 8143, 36, 281, 939, 2333, 109, 43, 8, 71, 7209, 3841, 1437, 24, 1059, 3625, 55, 42026, 87, 24, 56, 57, 137, 328, 939, 64, 117, 1181, 3568, 42, 3588, 142, 47, 64, 192, 960, 149, 24, 4, 24, 18, 25, 600, 5, 10199, 2198, 1714, 71, 145, 7727, 4, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",I absolutely fell in love with this dress in the store and immediately scooped it up in black. wore it 3-4 times on hot summer days and it was perfect! very comfortable  easy to throw on and dress up or down. i decided to hand wash instead of dry cleaning (as i usually do) and after hanging dry  it became significantly more translucent than it had been before! i can no longer wear this dress because you can see everything through it. it's as though the fabric completely changed after being wet.,2021-04-23T00:33:35Z
11,846,1,2,"[0, 100, 300, 5, 14327, 3195, 8, 3668, 657, 24, 4, 939, 524, 195, 108, 176, 113, 53, 1276, 136, 5, 4716, 1459, 1836, 8, 939, 770, 24, 7, 28, 10, 828, 1181, 4, 939, 67, 439, 19, 5, 37863, 29, 25, 5, 3023, 29, 21, 10, 828, 350, 7082, 15, 5, 3124, 4, 24, 21, 2299, 10, 11743, 710, 1899, 7, 907, 5, 23204, 53, 24, 1415, 98, 9869, 328, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","I got the purple color and absolutely love it. i am 5'2"" but decided against the petite size and i wanted it to be a bit longer. i also went with the xxs as the xs was a bit too loose on the arm. it was definitely a splurge to buy the sweater but it looked so lovely!",2021-04-23T00:33:35Z
12,17669,0,1,"[0, 43670, 3215, 42, 11, 3023, 462, 12, 939, 2333, 524, 227, 784, 8, 3023, 462, 4, 939, 437, 195, 108, 466, 113, 8, 802, 24, 21, 30197, 1437, 2233, 219, 1437, 8, 1087, 1722, 219, 198, 5, 1084, 22580, 14, 21, 45, 34203, 4, 5, 10199, 16, 1109, 8, 16, 540, 101, 10, 3089, 14609, 1437, 55, 101, 10, 1886, 6703, 4, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","Ordered this in xl- i usually am between l and xl. i'm 5'9"" and thought it was cropped  boxy  and billowy around the midsection that was not flattering. the fabric is light and is less like a blazer  more like a cardigan.",2021-04-23T00:33:35Z
13,7604,1,2,"[0, 6785, 829, 42, 3588, 11, 5, 7107, 4, 24, 18, 5835, 12846, 5, 22990, 16, 95, 2721, 4, 939, 2740, 80, 10070, 8, 56, 7, 1836, 159, 10, 828, 111, 5, 2564, 16, 9256, 4, 64, 75, 2067, 7, 3568, 42, 7, 127, 24478, 3630, 220, 186, 4, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",Just received this dress in the mail. it's stunning!! the lace is just beautiful. i ordered two sizes and had to size down a bit - the fit is generous. can't wait to wear this to my rehearsal dinner next week.,2021-04-23T00:33:35Z
14,7683,1,2,"[0, 100, 657, 5, 2496, 8, 356, 24453, 42, 3089, 11556, 53, 5, 2564, 16, 10, 828, 160, 13, 162, 4, 939, 437, 2333, 1169, 10, 784, 50, 3023, 462, 4, 939, 218, 75, 206, 24, 376, 11, 41, 3023, 462, 98, 939, 1276, 7, 492, 5, 784, 10, 738, 4, 939, 74, 224, 24, 1237, 929, 219, 4682, 149, 5, 3701, 4, 939, 303, 5, 3701, 7, 422, 34374, 3229, 734, 463, 24, 18, 45, 41, 443, 939, 2333, 33, 10, 936, 19, 4, 5, 809, 28772, 4567, 15481, 81, 127, 3605, 5284, 36, 29917, 322, 939, 303, 5, 5397, 1902, 182, 34203, 8, 24, 4976, 15481, 81, 30, 47821, 11044, 4, 5, 748, 16, 1844, 53, 47, 218, 75, 619, 39919, 1178, 32704, 4, 1437, 2]",I love the style and look oft this blouse but the fit is a bit off for me. i'm usually either a l or xl. i don't think it came in an xl so i decided to give the l a shot. i would say it runs roomy except through the arms. i found the arms to run strangely tight...and it's not an area i usually have a problem with. the body skimmed nicely over my trouble spots (middle). i found the neckline very flattering and it laid nicely over by dd bust. the v is deep but you don't feel overexposed.     the b,2021-04-23T00:33:35Z
15,10230,0,1,"[0, 100, 2854, 19, 103, 9, 5, 97, 34910, 131, 42, 3588, 1237, 182, 739, 4, 77, 939, 1381, 15, 5, 3023, 29, 11, 127, 400, 1400, 1437, 939, 2638, 5, 3195, 8, 802, 939, 115, 173, 19, 24, 19, 5, 235, 11689, 50, 11021, 354, 4104, 1437, 53, 24, 21, 95, 847, 444, 350, 614, 11, 5, 760, 8, 77, 939, 1381, 24, 15, 23, 184, 1437, 24, 21, 95, 350, 929, 219, 8, 45, 15898, 615, 4, 939, 2740, 258, 41, 3023, 4182, 8, 41, 37863, 29, 452, 98, 52, 40, 192, 114, 51, 2564, 357, 4, 24, 16, 41, 37282, 868, 1521, 1437, 847, 8, 3195, 4, 24, 95, 1237, 169, 380, 98, 1836, 159, 114, 47, 2845, 7, 120, 24, 4, 2, 1, 1]",I agree with some of the other reviewers; this dress runs very large. when i tried on the xs in my local store  i loved the color and thought i could work with it with the right bra or camisole  but it was just cut far too low in the front and when i tried it on at home  it was just too roomy and not fitted enough. i ordered both an xsp and an xxs today so we will see if they fit better. it is an adoreable design  cut and color. it just runs way big so size down if you decide to get it.,2021-04-23T00:33:35Z
16,17046,1,2,"[0, 713, 3588, 16, 55, 15652, 15, 172, 2828, 15, 5, 1368, 8395, 4, 5, 1468, 3741, 1033, 7, 70, 5, 235, 2127, 8, 2653, 269, 205, 4, 939, 531, 224, 42, 16, 65, 9, 5, 144, 3473, 14442, 939, 33, 655, 342, 15, 4, 74, 393, 1137, 31, 5, 1345, 14, 42, 3588, 16, 98, 15652, 4, 114, 47, 101, 10, 15898, 3588, 11, 5, 13977, 8, 11044, 14, 35040, 15056, 24597, 110, 23739, 111, 860, 24, 4, 15652, 328, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",This dress is more adorable on then sitting on the hanger. the material clings to all the right places and feels really good. i must say this is one of the most comfortable dresses i have ever put on. would never tell from the photo that this dress is so adorable. if you like a fitted dress in the waist and bust that subtly accentuates your curves - try it. adorable!,2021-04-23T00:33:35Z
17,4943,0,1,"[0, 37396, 3195, 1437, 372, 1254, 1437, 6344, 39815, 7586, 10, 44631, 2279, 15688, 282, 1187, 24, 888, 45, 129, 1411, 66, 10, 516, 53, 14930, 196, 66, 1065, 5, 23385, 8, 172, 376, 124, 11, 111, 95, 350, 203, 10199, 159, 874, 4, 2579, 23, 5397, 1437, 3701, 8, 7050, 53, 15518, 4558, 874, 14, 4, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",Pretty color  great details  awesome stitching.. aaaaannnnnnd it actually not only goes out a line but ballooned out above the hem and then came back in - just too much fabric down below. nice at neck  arms and chest but disastrous anywhere below that.,2021-04-23T00:33:35Z
18,14029,-1,0,"[0, 100, 269, 657, 5, 6184, 8, 5, 356, 15, 5, 1421, 1437, 8, 939, 802, 939, 74, 657, 24, 4, 939, 2740, 804, 1437, 98, 939, 222, 45, 860, 15, 11, 1400, 4, 77, 939, 1381, 24, 15, 1437, 24, 34, 169, 350, 203, 10199, 198, 5, 13977, 8, 16576, 4, 24, 16, 7992, 10199, 25, 157, 1437, 8, 34, 10, 14187, 1437, 8, 5, 13977, 34, 1823, 10199, 13, 5, 1521, 1437, 8, 24, 34, 12189, 1437, 98, 24, 70, 3639, 62, 7, 28, 169, 350, 35156, 4, 24, 16, 45, 34203, 23, 70, 8, 156, 162, 356, 158, 2697, 19351, 4, 939, 524, 3357, 42, 3588, 4, 5074, 1437, 142, 24, 1326, 98, 9869, 15, 5, 1421, 4, 939, 524, 2, 1, 1, 1, 1]",I really love the pattern and the look on the model  and i thought i would love it. i ordered online  so i did not try on in store. when i tried it on  it has way too much fabric around the waist and skirt. it is thick fabric as well  and has a lining  and the waist has extra fabric for the design  and it has pockets  so it all adds up to be way too bulky. it is not flattering at all and made me look 10 pounds heavier. i am returning this dress. sad  because it looks so lovely on the model. i am,2021-04-23T00:33:35Z
19,17107,-1,0,"[0, 100, 1256, 203, 524, 11, 1288, 19, 5, 78, 1437, 1461, 37102, 15, 259, 4, 380, 10208, 1437, 941, 114, 47, 33, 28097, 8, 32, 11044, 219, 4, 1437, 1437, 36440, 27203, 1437, 15501, 35, 1437, 111, 372, 8016, 868, 10199, 4, 1437, 111, 11962, 356, 1374, 4, 1437, 111, 579, 1671, 11, 760, 3291, 24, 70, 561, 4, 1437, 111, 14893, 32, 7397, 223, 10, 2798, 9, 10199, 1437, 61, 16, 10, 2579, 2842, 4, 1437, 1437, 36440, 28784, 1437, 7407, 35, 1437, 111, 1237, 182, 650, 11, 5, 11044, 4, 6329, 1437, 939, 64, 3568, 10, 158, 50, 316, 19, 144, 9, 6215, 18, 2682, 4, 939, 1381, 15, 10, 316, 8, 24, 2564, 6128, 19, 4378, 350, 203, 929, 939, 2, 1, 1, 1]",I pretty much am in agreement with the first  original reviewer on here. big disappointment  especially if you have hips and are busty.  _____________  pros:  - great breathable fabric.  - cute look overall.  - sash in front brings it all together.  - buttons are hidden under a panel of fabric  which is a nice touch.  ____________  cons:  - runs very small in the bust. normally  i can wear a 10 or 12 with most of retailer's stuff. i tried on a 12 and it fit everywhere with entirely too much room i,2021-04-23T00:33:35Z
20,41,1,2,"[0, 25101, 3793, 8, 3473, 4, 5, 6399, 34, 41, 5425, 1437, 34228, 37776, 27595, 14, 2092, 552, 5, 760, 1437, 235, 12, 4539, 526, 9, 5, 25916, 4, 36, 627, 1421, 16, 11375, 98, 14, 47, 64, 75, 192, 42, 4617, 31, 5, 2170, 4, 939, 7391, 10, 2170, 14, 1171, 5, 760, 27595, 1592, 939, 888, 101, 5, 27595, 111, 24, 6670, 55, 7133, 773, 1437, 8, 3639, 10, 410, 828, 9, 910, 4272, 154, 14, 2607, 7433, 127, 18951, 4, 5, 740, 20734, 5397, 16, 182, 157, 626, 111, 89, 32, 80, 13171, 14, 1026, 5, 740, 20734, 1437, 8, 939, 348, 303, 14, 24, 839, 18704, 36432, 879, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",Very soft and comfortable. the shirt has an unusual  asymmetrical seam that appears along the front  right-hand side of the garment. (the model is positioned so that you can't see this detail from the picture. i attached a picture that includes the front seam.) i actually like the seam - it creates more visual interest  and adds a little bit of ruching that helps hide my belly. the cowl neck is very well done - there are two layers that form the cowl  and i've found that it means wardrobe malfun,2021-04-23T00:33:35Z
21,11095,1,2,"[0, 713, 299, 16, 98, 11962, 4, 10, 410, 30197, 1437, 1109, 13, 10, 23204, 6013, 11, 127, 2979, 1437, 8, 1237, 10, 410, 380, 98, 939, 23855, 159, 65, 1836, 4, 2721, 10199, 8, 2564, 1437, 5, 910, 5865, 1634, 32, 215, 10, 1531, 1285, 328, 2299, 5940, 19, 10, 239, 13332, 15346, 16259, 50, 16576, 13, 173, 111, 98, 11962, 328, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",This top is so cute. a little cropped  light for a sweater tank in my opinion  and runs a little big so i sized down one size. beautiful fabric and fit  the ruffles are such a fun addition! definitely recommend with a high waisted pant or skirt for work - so cute!,2021-04-23T00:33:35Z
22,1367,0,1,"[0, 713, 16, 10, 2721, 28, 7560, 6399, 4, 5, 1318, 1302, 205, 4, 939, 95, 399, 75, 101, 5, 10762, 4, 51, 32, 16415, 1070, 8, 181, 33650, 4, 5, 2170, 630, 75, 269, 311, 106, 182, 157, 4, 67, 5, 19008, 16, 10, 410, 44184, 4, 939, 21, 2818, 24, 74, 33, 41, 1973, 7, 1413, 62, 53, 14, 16, 45, 5, 403, 4, 5, 28, 8423, 16, 157, 626, 8, 1326, 7, 28, 4375, 4, 939, 95, 802, 24, 2075, 10, 410, 739, 8, 5, 10762, 1415, 181, 33650, 4, 939, 1835, 24, 4, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",This is a beautiful beaded shirt. the quality seems good. i just didn't like the shoulders. they are pleated and puffy. the picture doesn't really show them very well. also the collar is a little floppy. i was hoping it would have an option to stand up but that is not the case. the beading is well done and looks to be stable. i just thought it ran a little large and the shoulders looked puffy. i returned it.,2021-04-23T00:33:35Z
23,10128,0,1,"[0, 100, 437, 10, 828, 5779, 11, 42, 299, 4, 939, 437, 2396, 142, 6215, 18, 6738, 1162, 32, 39701, 8, 939, 218, 75, 33, 10, 1400, 583, 162, 4, 30, 5, 86, 939, 582, 13, 6738, 258, 1319, 1437, 939, 115, 33, 1199, 13, 112, 73, 176, 5, 6399, 4, 5, 27751, 34, 103, 182, 1122, 13657, 13, 59, 112, 73, 176, 5, 425, 4, 939, 657, 162, 26726, 910, 1780, 1437, 8, 49, 1468, 16, 17545, 1437, 53, 5, 1521, 16, 160, 15, 42, 65, 4, 47, 64, 75, 1836, 159, 142, 5, 3124, 31670, 8, 299, 32, 15898, 1437, 53, 5, 2576, 16, 10, 10178, 4, 45, 127, 4505, 2496, 1437, 25, 939, 437, 765, 1437, 19, 10, 765, 13977, 4, 42, 2, 1, 1]",I'm a bit disappointed in this top. i'm keeping because retailer's shipping rates are obnoxious and i don't have a store near me. by the time i pay for shipping both ways  i could have paid for 1/2 the shirt. the loft has some very similar tops for about 1/2 the price. i love meadow rue  and their material is fabulous  but the design is off on this one. you can't size down because the armholes and top are fitted  but the bottom is a tent. not my usual style  as i'm short  with a short waist. this,2021-04-23T00:33:35Z
